etape,step_cost,step_time,euro_per_prise_marginal,h_per_prise_marginal,cost_cum,time_cum,prises_cum,note
346,25294.294953511817,106.82662488160608,5058.858990702363,21.365324976321215,663802.4998418787,3102.7014453254374,1582,
347,6576.851624644834,26.30740649857934,3288.425812322417,13.15370324928967,670379.3514665235,3129.008851824017,1584,
348,6388.306553880195,30.2063918004498,3194.1532769400974,15.1031959002249,676767.6580204037,3159.2152436244664,1586,
349,6195.87427323843,34.4215237402135,3097.937136619215,17.21076187010675,682963.5322936422,3193.63676736468,1588,
350,19144.575878621086,93.55782665686753,4786.143969655272,23.389456664216883,702108.1081722633,3287.194594021548,1592,
351,25408.65070000857,117.77546029431394,4234.775116668095,19.629243382385656,727516.7588722719,3404.970054315862,1598,
352,4324.98673122846,17.29994692491384,1081.246682807115,4.32498673122846,731841.7456035003,3422.270001240776,1602,
353,5798.312183329945,28.1744986085552,1932.7707277766483,9.391499536185067,737640.0577868302,3450.444499849331,1605,
354,4124.042149601445,16.49616859840578,2062.0210748007225,8.24808429920289,741764.0999364316,3466.9406684477367,1607,
355,5163.872133712144,23.50388512095282,2581.936066856072,11.75194256047641,746927.9720701438,3490.4445535686896,1609,
356,5935.423168169732,30.61384703304593,2967.711584084866,15.306923516522964,752863.3952383135,3521.0584006017357,1611,
357,36688.070974921386,199.4460548148501,6114.678495820231,33.24100913580835,789551.4662132348,3720.5044554165856,1617,
358,4435.642079364231,24.642455996467948,739.2736798940385,4.107075999411324,793987.1082925991,3745.1469114130537,1623,
359,21125.102689788968,112.36455543632434,5281.275672447242,28.091138859081084,815112.2109823881,3857.511466849378,1627,
360,3419.7201580865312,18.99844532270295,3419.7201580865312,18.99844532270295,818531.9311404746,3876.509912172081,1628,
361,4524.92301736397,18.09969206945588,4524.92301736397,18.09969206945588,823056.8541578386,3894.609604241537,1629,
362,6238.4918419134,24.9539673676536,6238.4918419134,24.9539673676536,829295.345999752,3919.5635716091906,1630,
363,14319.169334877988,77.24590188421195,7159.584667438994,38.62295094210597,843614.51533463,3996.8094734934025,1632,
364,15133.065300353626,73.434686240064,7566.532650176813,36.717343120032,858747.5806349836,4070.2441597334664,1634,
365,15726.438201926321,79.98426284267731,7863.219100963161,39.992131421338655,874474.0188369099,4150.228422576144,1636,
366,4664.78165030764,18.65912660123056,4664.78165030764,18.65912660123056,879138.8004872175,4168.887549177374,1637,
367,26386.031275670037,117.76179174220485,8795.343758556679,39.25393058073495,905524.8317628875,4286.649340919579,1640,
368,16186.89612333953,81.68989006438206,8093.448061669765,40.84494503219103,921711.7278862271,4368.339230983961,1642,
369,8038.781084988805,39.7432418457824,8038.781084988805,39.7432418457824,929750.5089712159,4408.082472829743,1643,
370,47310.27359140587,201.2592987793719,11827.568397851468,50.314824694842976,977060.7825626218,4609.341771609115,1647,
371,7506.160268461124,40.032854765126,2502.0534228203746,13.344284921708665,984566.9428310829,4649.374626374241,1650,
372,11524.23459169503,46.09693836678012,11524.23459169503,46.09693836678012,996091.1774227779,4695.471564741021,1651,
373,34976.409075635405,183.80420840136236,11658.803025211802,61.26806946712079,1031067.5864984132,4879.2757731423835,1654,
374,16566.784152841727,88.35618214848921,5522.261384280576,29.45206071616307,1047634.370651255,4967.631955290873,1657,
375,23928.0456354673,112.49851945047268,11964.02281773365,56.24925972523634,1071562.4162867223,5080.130474741345,1659,
376,15913.707994995262,73.3584184360238,15913.707994995262,73.3584184360238,1087476.1242817175,5153.4888931773685,1660,
377,24099.74256796817,131.24459483781158,24099.74256796817,131.24459483781158,1111575.8668496856,5284.73348801518,1661,
378,24778.1757075012,127.7508080372744,24778.1757075012,127.7508080372744,1136354.0425571867,5412.484296052455,1662,
379,49285.211668308504,271.9267890144091,24642.605834154252,135.96339450720455,1185639.2542254953,5684.411085066864,1664,
380,22425.603634793206,124.58668685996224,11212.801817396603,62.29334342998112,1208064.8578602886,5808.997771926826,1666,
381,27270.6947436024,109.08277897440959,27270.6947436024,109.08277897440959,1235335.552603891,5918.080550901236,1667,
